model,ticker,pred_date,run,current_price,window_days,target_date,actual_date,actual_price,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high
gemini,MA,2026-03-23,3,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,506.13,502.04,510.23,498.42,513.9,496.14,516.11
gemini,MA,2026-03-23,4,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,505.98,502.1,509.85,498.6,513.35,496.5,515.45
gemini,MA,2026-03-23,5,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,506.5,503.5,509.5,500.5,512.5,497.5,515.5
gemini,META,2026-03-23,1,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,603.4,596.08,610.72,589.49,617.31,585.54,621.26
gemini,META,2026-03-23,2,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,603.41,594.45,612.37,586.36,620.46,581.54,625.28
gemini,META,2026-03-23,3,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,603.1,596.7,609.5,590.92,615.28,587.47,618.73
gemini,META,2026-03-23,4,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,603.1,595.78,610.42,589.19,617.01,585.24,620.96
gemini,META,2026-03-23,5,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,603.5,595.37,611.63,588.04,618.96,583.66,623.34
gemini,MSFT,2026-03-23,1,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,383.63,379.99,387.19,376.87,390.47,375.02,392.48
gemini,MSFT,2026-03-23,2,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,383.8,380.22,387.38,376.98,390.62,375.05,392.55
gemini,MSFT,2026-03-23,3,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,383.48,378.93,388.03,374.82,392.14,372.37,394.59
gemini,MSFT,2026-03-23,4,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,383.5,380.4,386.6,377.6,389.4,375.93,391.07
gemini,MSFT,2026-03-23,5,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,383.48,379.6,387.36,376.11,390.86,374.02,392.94
gemini,MU,2026-03-23,1,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,401.27,411.39,396.72,415.94,393.99,418.67
gemini,MU,2026-03-23,2,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,402.27,410.39,397.4,415.26,393.3,419.36
gemini,MU,2026-03-23,3,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,400.85,411.81,395.92,416.74,392.97,419.69
gemini,MU,2026-03-23,4,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,403.3,409.36,400.56,412.1,398.93,413.73
gemini,MU,2026-03-23,5,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,403.28,409.38,399.22,413.44,395.16,417.5
gemini,NVDA,2026-03-23,1,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.19,172.45,179.93,169.08,183.3,167.06,185.32
gemini,NVDA,2026-03-23,2,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.5,173.23,179.77,170.29,182.71,168.52,184.48
gemini,NVDA,2026-03-23,3,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.19,174.41,177.97,172.8,179.58,171.85,180.53
gemini,NVDA,2026-03-23,4,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.25,173.88,178.62,171.74,180.76,170.46,182.04
gemini,NVDA,2026-03-23,5,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.19,170.85,181.53,166.04,186.34,163.15,189.23
gemini,ORCL,2026-03-23,1,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,153.92,152.36,155.48,150.96,156.88,150.12,157.73
gemini,ORCL,2026-03-23,2,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.0,152.19,155.84,150.55,157.51,149.59,158.53
gemini,ORCL,2026-03-23,3,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,153.92,152.47,155.37,151.16,156.68,150.37,157.47
gemini,ORCL,2026-03-23,4,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,153.92,152.29,155.55,150.81,157.03,149.93,157.91
gemini,ORCL,2026-03-23,5,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,153.92,152.28,155.56,150.81,157.03,149.93,157.91
gemini,SPY,2026-03-23,1,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,658.2,652.7,663.8,647.45,668.8,644.5,671.95
gemini,SPY,2026-03-23,2,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,658.32,653.29,663.35,648.74,667.9,646.04,670.61
gemini,SPY,2026-03-23,3,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,657.99,652.69,663.29,647.91,668.07,645.04,670.94
gemini,SPY,2026-03-23,4,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,658.25,653.21,663.29,648.68,667.82,645.97,670.53
gemini,SPY,2026-03-23,5,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,657.99,652.95,663.03,648.42,667.56,645.71,670.27
gemini,TSLA,2026-03-23,1,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,375.33,385.59,370.71,390.21,367.95,392.97
gemini,TSLA,2026-03-23,2,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,370.76,390.16,362.03,398.89,356.8,404.12
gemini,TSLA,2026-03-23,3,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,371.0,390.0,363.0,398.0,355.0,406.0
gemini,TSLA,2026-03-23,4,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,371.55,389.37,363.56,397.36,358.75,402.17
gemini,TSLA,2026-03-23,5,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,372.38,388.54,365.1,395.82,360.75,400.17
gemini,V,2026-03-23,1,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.71,305.35,310.07,303.23,312.19,301.95,313.47
gemini,V,2026-03-23,2,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.35,306.12,308.58,304.28,310.42,302.75,311.96
gemini,V,2026-03-23,3,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.21,305.14,309.28,303.27,311.15,302.16,312.26
gemini,V,2026-03-23,4,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.21,304.11,310.32,301.3,313.12,299.63,314.79
gemini,V,2026-03-23,5,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.6,305.58,309.62,303.75,311.45,302.67,312.54
gemini,WMT,2026-03-23,1,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.74,119.93,121.55,119.19,122.29,118.75,122.73
gemini,WMT,2026-03-23,2,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.74,119.82,121.66,118.99,122.49,118.48,123.0
gemini,WMT,2026-03-23,3,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.86,119.8,121.92,118.85,122.87,118.28,123.44
gemini,WMT,2026-03-23,4,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.8,120.31,121.29,119.88,121.72,119.62,121.98
gemini,WMT,2026-03-23,5,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.8,120.06,121.54,119.39,122.21,118.99,122.61
gemini,XOM,2026-03-23,1,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.3,160.6,162.0,159.5,163.1,158.6,164.0
gemini,XOM,2026-03-23,2,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,159.35,162.77,157.81,164.31,156.89,165.23
gemini,XOM,2026-03-23,3,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.14,160.5,161.78,159.53,162.75,158.21,164.02
gemini,XOM,2026-03-23,4,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.1,160.4,161.8,159.8,162.4,159.3,162.9
gemini,XOM,2026-03-23,5,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,159.35,162.77,157.8,164.32,156.88,165.24
gpt4,AAPL,2026-03-23,1,251.72999572753906,1,2026-03-24,2026-03-24,252.52999877929688,252.5,251.0,254.0,250.0,255.0,249.0,256.0
gpt4,AAPL,2026-03-23,2,251.72999572753906,1,2026-03-24,2026-03-24,252.52999877929688,252.5,251.0,254.0,249.5,255.5,248.0,256.5
gpt4,AAPL,2026-03-23,3,251.72999572753906,1,2026-03-24,2026-03-24,252.52999877929688,252.5,251.5,253.5,250.75,254.25,250.25,254.75
gpt4,AAPL,2026-03-23,4,251.72999572753906,1,2026-03-24,2026-03-24,252.52999877929688,252.85,251.0,254.5,249.5,256.0,248.0,258.0
gpt4,AAPL,2026-03-23,5,251.72999572753906,1,2026-03-24,2026-03-24,252.52999877929688,252.0,250.7,253.3,249.5,254.5,248.8,255.2
gpt4,AMZN,2026-03-23,1,211.25999450683594,1,2026-03-24,2026-03-24,207.72509765625,211.76,210.76,212.76,209.26,214.26,208.26,215.26
gpt4,AMZN,2026-03-23,2,211.25999450683594,1,2026-03-24,2026-03-24,207.72509765625,211.26,209.53,213.01,207.74,214.78,206.39,216.14
gpt4,AMZN,2026-03-23,3,211.25999450683594,1,2026-03-24,2026-03-24,207.72509765625,211.9,210.5,213.3,209.0,214.8,208.0,215.8
gpt4,AMZN,2026-03-23,4,211.25999450683594,1,2026-03-24,2026-03-24,207.72509765625,211.5,210.76,212.24,209.98,213.02,209.56,213.44
gpt4,AMZN,2026-03-23,5,211.25999450683594,1,2026-03-24,2026-03-24,207.72509765625,211.35,210.75,211.85,210.25,212.25,209.75,212.75
gpt4,AVGO,2026-03-23,1,321.92999267578125,1,2026-03-24,2026-03-24,315.6340026855469,323.54,320.0,326.0,317.0,329.0,315.0,331.0
gpt4,AVGO,2026-03-23,2,321.92999267578125,1,2026-03-24,2026-03-24,315.6340026855469,323.37,320.9,325.84,318.44,328.3,316.98,329.76
gpt4,AVGO,2026-03-23,3,321.92999267578125,1,2026-03-24,2026-03-24,315.6340026855469,322.5,321.6,323.4,320.8,324.2,320.3,324.7
gpt4,AVGO,2026-03-23,4,321.92999267578125,1,2026-03-24,2026-03-24,315.6340026855469,323.3,319.0,327.6,315.5,331.1,313.0,333.6
gpt4,AVGO,2026-03-23,5,321.92999267578125,1,2026-03-24,2026-03-24,315.6340026855469,323.04,320.52,325.56,318.91,327.17,317.6,328.48
gpt4,BRK-B,2026-03-23,1,481.19000244140625,1,2026-03-24,2026-03-24,482.54010009765625,482.0,479.0,485.0,477.0,487.0,475.0,489.0
gpt4,BRK-B,2026-03-23,2,481.19000244140625,1,2026-03-24,2026-03-24,482.54010009765625,481.19,473.97,488.41,465.48,496.9,459.01,503.37
gpt4,BRK-B,2026-03-23,3,481.19000244140625,1,2026-03-24,2026-03-24,482.54010009765625,482.21,480.69,483.73,479.84,484.58,479.23,485.19
gpt4,BRK-B,2026-03-23,4,481.19000244140625,1,2026-03-24,2026-03-24,482.54010009765625,482.01,480.0,484.0,478.5,485.5,477.0,487.0
gpt4,BRK-B,2026-03-23,5,481.19000244140625,1,2026-03-24,2026-03-24,482.54010009765625,483.0,480.5,485.5,478.0,488.0,476.0,490.0
gpt4,COST,2026-03-23,1,971.155029296875,1,2026-03-24,2026-03-24,974.7899780273438,974.0,969.5,978.5,965.0,983.0,962.0,986.0
gpt4,COST,2026-03-23,2,971.155029296875,1,2026-03-24,2026-03-24,974.7899780273438,975.0,970.0,980.0,965.0,985.0,960.0,990.0
gpt4,COST,2026-03-23,3,971.155029296875,1,2026-03-24,2026-03-24,974.7899780273438,973.0,970.0,976.0,967.5,978.5,965.0,981.0
gpt4,COST,2026-03-23,4,971.155029296875,1,2026-03-24,2026-03-24,974.7899780273438,973.0,970.0,976.0,968.0,978.0,966.0,980.0
gpt4,COST,2026-03-23,5,971.155029296875,1,2026-03-24,2026-03-24,974.7899780273438,975.0,970.0,980.0,965.0,985.0,960.0,990.0
gpt4,GOOGL,2026-03-23,1,302.17999267578125,1,2026-03-24,2026-03-24,295.38018798828125,302.18,300.87,303.49,299.38,304.98,298.29,306.07
gpt4,GOOGL,2026-03-23,2,302.17999267578125,1,2026-03-24,2026-03-24,295.38018798828125,302.18,301.36,303.0,300.27,304.09,299.68,304.68
gpt4,GOOGL,2026-03-23,3,302.17999267578125,1,2026-03-24,2026-03-24,295.38018798828125,302.5,301.5,303.5,300.5,304.5,299.5,305.5
gpt4,GOOGL,2026-03-23,4,302.17999267578125,1,2026-03-24,2026-03-24,295.38018798828125,303.5,302.0,305.0,300.0,307.0,298.0,310.0
gpt4,GOOGL,2026-03-23,5,302.17999267578125,1,2026-03-24,2026-03-24,295.38018798828125,302.18,300.97,303.39,299.57,304.79,298.3,306.06
gpt4,JNJ,2026-03-23,1,235.77000427246094,1,2026-03-24,2026-03-24,235.1300048828125,236.12,235.47,236.77,234.9,237.34,234.5,237.74
gpt4,JNJ,2026-03-23,2,235.77000427246094,1,2026-03-24,2026-03-24,235.1300048828125,236.0,234.77,237.23,233.95,237.95,233.5,238.5
gpt4,JNJ,2026-03-23,3,235.77000427246094,1,2026-03-24,2026-03-24,235.1300048828125,235.77,234.5,237.0,233.0,238.5,232.0,239.5
gpt4,JNJ,2026-03-23,4,235.77000427246094,1,2026-03-24,2026-03-24,235.1300048828125,236.15,234.85,237.45,233.95,238.35,233.35,238.95
gpt4,JNJ,2026-03-23,5,235.77000427246094,1,2026-03-24,2026-03-24,235.1300048828125,236.5,235.2,237.8,234.5,238.5,234.0,239.0
gpt4,JPM,2026-03-23,1,292.0799865722656,1,2026-03-24,2026-03-24,289.239990234375,292.08,291.22,292.94,290.52,293.64,290.12,294.04
gpt4,JPM,2026-03-23,2,292.0799865722656,1,2026-03-24,2026-03-24,289.239990234375,292.5,291.5,293.5,290.5,294.5,290.0,295.0
gpt4,JPM,2026-03-23,3,292.0799865722656,1,2026-03-24,2026-03-24,289.239990234375,292.08,290.52,293.64,288.44,295.72,286.92,297.24
gpt4,JPM,2026-03-23,4,292.0799865722656,1,2026-03-24,2026-03-24,289.239990234375,292.6,291.8,293.4,291.2,294.0,290.8,294.4
gpt4,JPM,2026-03-23,5,292.0799865722656,1,2026-03-24,2026-03-24,289.239990234375,292.08,290.88,293.28,289.48,294.68,288.58,295.58
gpt4,LLY,2026-03-23,1,912.5499877929688,1,2026-03-24,2026-03-24,900.9500122070312,917.0,911.5,922.5,908.0,926.0,905.0,929.0
gpt4,LLY,2026-03-23,2,912.5499877929688,1,2026-03-24,2026-03-24,900.9500122070312,916.23,911.23,921.23,907.23,925.23,903.23,929.23
gpt4,LLY,2026-03-23,3,912.5499877929688,1,2026-03-24,2026-03-24,900.9500122070312,919.83,914.93,924.73,911.44,928.22,908.23,931.43
gpt4,LLY,2026-03-23,4,912.5499877929688,1,2026-03-24,2026-03-24,900.9500122070312,915.2,912.0,918.5,908.0,922.0,905.0,925.0
gpt4,LLY,2026-03-23,5,912.5499877929688,1,2026-03-24,2026-03-24,900.9500122070312,915.0,911.0,919.0,907.0,923.0,903.0,927.0
gpt4,MA,2026-03-23,1,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,508.3,506.7,509.9,504.5,512.1,503.2,513.4
gpt4,MA,2026-03-23,2,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,506.5,505.18,507.82,504.5,508.5,503.98,509.02
gpt4,MA,2026-03-23,3,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,507.01,504.98,509.04,502.94,511.08,501.91,512.11
gpt4,MA,2026-03-23,4,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,506.5,505.2,507.8,504.5,508.5,503.8,509.2
gpt4,MA,2026-03-23,5,505.9800109863281,1,2026-03-24,2026-03-24,494.92498779296875,507.42,504.98,509.86,503.2,511.64,502.1,512.74
gpt4,META,2026-03-23,1,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,606.25,602.1,610.4,599.0,613.5,596.8,615.7
gpt4,META,2026-03-23,2,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,605.5,602.1,608.9,599.5,611.5,598.0,613.5
gpt4,META,2026-03-23,3,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,605.5,602.0,609.0,600.0,611.0,598.0,613.0
gpt4,META,2026-03-23,4,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,605.32,602.15,608.49,600.1,610.4,598.75,612.65
gpt4,META,2026-03-23,5,603.0999755859375,1,2026-03-24,2026-03-24,593.760009765625,605.5,601.0,610.0,596.0,615.0,591.0,618.0
gpt4,MSFT,2026-03-23,1,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,384.22,382.67,385.77,381.12,387.32,379.85,388.61
gpt4,MSFT,2026-03-23,2,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,384.15,382.65,385.65,380.95,387.35,379.7,388.6
gpt4,MSFT,2026-03-23,3,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,384.66,382.7,386.62,381.2,388.12,380.3,388.82
gpt4,MSFT,2026-03-23,4,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,384.3,381.5,387.1,378.0,390.6,374.5,393.8
gpt4,MSFT,2026-03-23,5,383.4750061035156,1,2026-03-24,2026-03-24,372.7749938964844,385.32,381.5,389.14,377.2,393.44,374.9,395.74
gpt4,MU,2026-03-23,1,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,408.0,404.0,412.0,400.0,416.0,398.0,418.0
gpt4,MU,2026-03-23,2,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,408.79,406.0,411.58,404.5,413.08,403.0,414.58
gpt4,MU,2026-03-23,3,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,404.5,408.16,402.25,410.41,400.85,411.81
gpt4,MU,2026-03-23,4,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,406.33,403.27,409.39,400.15,412.51,397.23,415.43
gpt4,MU,2026-03-23,5,406.3299865722656,1,2026-03-24,2026-03-24,392.7749938964844,408.0,405.0,411.0,402.0,414.0,400.0,416.0
gpt4,NVDA,2026-03-23,1,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.5,175.8,177.2,175.0,178.0,174.5,178.5
gpt4,NVDA,2026-03-23,2,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.19,174.43,177.95,172.26,180.12,170.02,182.36
gpt4,NVDA,2026-03-23,3,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.45,175.8,177.1,174.9,177.7,174.5,178.0
gpt4,NVDA,2026-03-23,4,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.19,174.43,177.95,172.76,179.62,171.48,180.9
gpt4,NVDA,2026-03-23,5,176.19009399414062,1,2026-03-24,2026-03-24,174.26499938964844,176.5,175.62,177.38,174.98,178.02,174.5,178.5
gpt4,ORCL,2026-03-23,1,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.65,153.45,155.85,152.7,156.6,152.05,157.25
gpt4,ORCL,2026-03-23,2,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.4,153.6,155.2,153.2,155.6,153.0,155.8
gpt4,ORCL,2026-03-23,3,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.1,153.6,154.6,153.3,154.9,153.1,155.1
gpt4,ORCL,2026-03-23,4,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.46,153.67,155.25,152.98,155.94,152.5,156.42
gpt4,ORCL,2026-03-23,5,153.92080688476562,1,2026-03-24,2026-03-24,147.91000366210938,154.65,153.3,156.0,152.5,156.8,151.9,157.4
gpt4,SPY,2026-03-23,1,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,660.5,656.0,662.0,653.0,665.0,650.0,668.0
gpt4,SPY,2026-03-23,2,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,660.45,658.0,662.9,656.5,664.4,655.25,665.65
gpt4,SPY,2026-03-23,3,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,660.47,656.99,663.95,655.6,665.34,654.81,666.14
gpt4,SPY,2026-03-23,4,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,661.0,658.5,663.5,657.0,665.0,656.0,666.0
gpt4,SPY,2026-03-23,5,657.989990234375,1,2026-03-24,2026-03-24,652.530029296875,659.5,655.0,664.0,652.0,667.0,650.0,669.0
gpt4,TSLA,2026-03-23,1,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,382.4,379.5,385.3,376.0,388.8,374.0,390.8
gpt4,TSLA,2026-03-23,2,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,382.0,378.76,385.24,375.0,389.0,370.0,395.0
gpt4,TSLA,2026-03-23,3,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,381.52,380.0,383.04,378.5,384.54,377.3,385.74
gpt4,TSLA,2026-03-23,4,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,382.0,379.5,384.5,376.0,386.0,374.0,388.0
gpt4,TSLA,2026-03-23,5,380.4599914550781,1,2026-03-24,2026-03-24,384.510009765625,380.46,378.0,382.92,375.23,385.69,372.8,388.12
gpt4,V,2026-03-23,1,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.21,306.81,307.61,306.42,308.0,306.12,308.3
gpt4,V,2026-03-23,2,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.5,306.8,308.2,305.5,309.5,304.5,310.5
gpt4,V,2026-03-23,3,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.31,306.85,307.77,306.25,308.17,305.95,308.47
gpt4,V,2026-03-23,4,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,308.35,306.6,310.1,304.9,311.8,303.75,312.95
gpt4,V,2026-03-23,5,307.2149963378906,1,2026-03-24,2026-03-24,301.93499755859375,307.21,305.87,308.55,304.3,310.12,303.24,311.18
gpt4,WMT,2026-03-23,1,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.74,120.14,121.34,119.64,121.84,119.24,122.24
gpt4,WMT,2026-03-23,2,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,120.92,120.6,121.2,120.3,121.6,120.1,121.8
gpt4,WMT,2026-03-23,3,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,121.3,120.4,122.2,119.8,122.8,119.5,123.1
gpt4,WMT,2026-03-23,4,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,121.5,120.2,122.8,119.5,123.5,119.0,124.0
gpt4,WMT,2026-03-23,5,120.73999786376953,1,2026-03-24,2026-03-24,122.91999816894531,121.21,120.5,121.92,119.9,122.52,119.2,123.22
gpt4,XOM,2026-03-23,1,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,160.56,161.56,159.56,162.56,158.56,163.56
gpt4,XOM,2026-03-23,2,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,160.56,161.56,159.56,162.56,159.06,163.06
gpt4,XOM,2026-03-23,3,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,160.6,161.52,160.2,161.92,159.8,162.32
gpt4,XOM,2026-03-23,4,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.06,160.48,161.64,159.89,162.23,159.45,162.67
gpt4,XOM,2026-03-23,5,161.05999755859375,1,2026-03-24,2026-03-24,165.77999877929688,161.25,160.8,161.7,160.3,162.2,160.0,162.5
