model,domain,item,pred_date,horizon,horizon_days,target_date,adjusted_target_date,unit,current_value,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high,actual_value,adjustment_note,status,fetched_at
gpt4o,forex,USD/MXN,2026-04-03,1d,1,2026-04-04,2026-04-04,rate,17.858999252319336,17.859,17.845,17.873,17.83,17.888,17.82,17.898,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:13.994969Z
gpt4o,forex,USD/SGD,2026-04-03,1d,1,2026-04-04,2026-04-04,rate,1.286910057067871,1.2869,1.2855,1.2883,1.2843,1.2895,1.2837,1.2901,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.149712Z
gpt4o,stocks,AAPL,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,255.9199981689453,256.5,255.0,258.0,254.0,259.0,253.5,260.0,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.284662Z
gpt4o,stocks,AMZN,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,209.77000427246094,209.77,208.5,211.0,207.5,212.0,206.8,212.9,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.412396Z
gpt4o,stocks,BRK-B,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,477.3500061035156,477.35,474.0,480.7,471.5,483.2,469.8,484.9,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.471533Z
gpt4o,stocks,GOOGL,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,295.7699890136719,296.4,295.5,297.3,294.8,298.0,294.3,298.5,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.582480Z
gpt4o,stocks,JPM,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,294.6000061035156,294.6,293.7,295.5,292.8,296.4,292.3,296.9,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.646668Z
gpt4o,stocks,META,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,574.4600219726562,574.46,570.0,579.0,565.0,584.0,560.0,589.0,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:14.904710Z
gpt4o,stocks,MSFT,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,373.4599914550781,373.46,372.0,374.92,370.5,376.42,369.5,377.42,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:15.002911Z
gpt4o,stocks,NVDA,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,177.38999938964844,177.39,176.5,178.3,175.7,179.1,175.3,179.5,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:15.149695Z
gpt4o,stocks,SPY,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,655.8300170898438,656.5,654.5,658.5,653.0,660.0,652.0,661.0,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:15.216429Z
gpt4o,stocks,TSLA,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,360.5899963378906,360.59,356.98,364.2,353.8,367.38,351.6,369.58,,"float() argument must be a string or a real number, not 'Series'",failed,2026-04-06T17:27:15.402723Z
gpt4o,weather,Berlin,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,43.6,44.5,43.8,45.2,43.2,45.8,42.9,46.1,,"HTTPSConnectionPool(host='archive-api.open-meteo.com', port=443): Read timed out. (read timeout=20)",failed,2026-04-06T17:27:15.482915Z
gpt4o,weather,Dubai,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,72.7,72.9,72.7,73.1,72.5,73.3,72.4,73.4,,"HTTPSConnectionPool(host='archive-api.open-meteo.com', port=443): Read timed out. (read timeout=20)",failed,2026-04-06T17:27:35.639801Z
gpt4o,weather,Lagos,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,81.3,81.3,80.9,81.7,80.5,82.1,80.3,82.3,82.8,,resolved,2026-04-06T17:27:55.800934Z
gpt4o,weather,London,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,47.2,47.5,46.5,48.5,45.5,49.5,45.0,50.0,52.3,,resolved,2026-04-06T17:27:56.254985Z
gpt4o,weather,Mumbai,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,81.5,81.7,81.5,81.9,81.3,82.1,81.2,82.3,82.1,,resolved,2026-04-06T17:27:56.711970Z
gpt4o,weather,New York,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,49.1,50.0,49.5,50.5,48.5,51.5,48.0,52.0,62.1,,resolved,2026-04-06T17:27:57.164206Z
gpt4o,weather,Sao Paulo,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,71.1,71.3,70.9,71.7,70.5,72.1,70.3,72.3,72.2,,resolved,2026-04-06T17:27:57.621932Z
gpt4o,weather,Sydney,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,69.6,69.6,68.6,70.6,67.6,71.6,67.1,72.1,64.2,,resolved,2026-04-06T17:27:58.093227Z
gpt4o,weather,Tokyo,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,50.9,51.3,50.8,51.8,50.3,52.3,50.0,52.6,59.5,,resolved,2026-04-06T17:27:58.543704Z
gpt4o,weather,Toronto,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,35.3,36.0,34.5,37.5,33.0,39.0,32.0,40.0,39.6,,resolved,2026-04-06T17:27:59.001203Z
claude,crypto,DOT,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,1.25,1.25,1.2,1.3,1.14,1.37,1.1,1.42,1.2367161280872758,,resolved,2026-04-06T18:43:09.686535Z
claude,crypto,ETH,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,2048.98,2060.0,1990.0,2130.0,1920.0,2200.0,1870.0,2260.0,2053.6088145168164,,resolved,2026-04-06T18:43:12.936631Z
claude,forex,AUD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.6890089511871338,0.6888,0.6865,0.6915,0.6845,0.6935,0.683,0.695,0.6918691992759705,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:16.205670Z
claude,forex,EUR/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.1522064208984375,1.1525,1.1481,1.1569,1.1445,1.1605,1.1423,1.1627,1.1548677682876587,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:17.703833Z
claude,forex,GBP/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3192298412322998,1.319,1.3165,1.3215,1.314,1.3245,1.312,1.3265,1.3235496282577515,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:18.041323Z
claude,forex,NZD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.5686988234519958,0.5687,0.5667,0.5707,0.5652,0.5722,0.5642,0.5732,0.5716572403907776,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:18.412058Z
claude,forex,USD/CAD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3944000005722046,1.3944,1.391,1.3978,1.3878,1.401,1.3855,1.4033,1.3913999795913696,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:18.753344Z
claude,forex,USD/CHF,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.7994199991226196,0.7985,0.7958,0.8012,0.7933,0.8037,0.7919,0.8051,0.7979300022125244,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:19.092736Z
claude,forex,USD/CNY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,6.881899833679199,6.885,6.87,6.9,6.855,6.915,6.84,6.93,6.881899833679199,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:19.401593Z
claude,forex,USD/JPY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,159.6320037841797,159.3,158.65,159.95,158.07,160.53,157.72,160.88,159.68699645996094,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:19.727923Z
claude,forex,USD/MXN,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,17.84712028503418,17.87,17.81,17.93,17.755,17.99,17.72,18.02,17.780000686645508,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:20.048909Z
claude,forex,USD/SGD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.2848999500274658,1.2845,1.2818,1.2872,1.2791,1.2899,1.2771,1.2919,1.2844500541687012,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:20.394560Z
claude,stocks,AAPL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,255.9199981689453,254.5,251.0,258.5,247.0,263.0,243.0,267.0,259.010009765625,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:20.703419Z
claude,stocks,AMZN,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,209.77000427246094,208.5,204.0,213.5,199.0,218.5,195.0,222.0,212.1999969482422,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:21.059939Z
claude,stocks,BRK-B,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,477.3500061035156,477.5,474.13,480.87,471.23,483.77,469.5,485.5,476.4800109863281,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:21.405140Z
claude,stocks,GOOGL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,295.7699890136719,294.5,290.0,299.5,284.0,305.0,279.0,310.0,300.1199951171875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:21.720043Z
claude,stocks,JPM,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,294.6000061035156,289.0,284.0,294.5,278.0,298.5,272.0,302.0,296.0,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:22.157000Z
claude,stocks,META,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,574.4600219726562,571.0,561.0,581.0,551.0,591.0,544.0,598.0,577.5599975585938,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:22.508290Z
claude,stocks,MSFT,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,373.4599914550781,371.0,364.5,377.5,357.0,384.0,351.0,389.0,372.364990234375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:22.829016Z
claude,stocks,NVDA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,177.38999938964844,176.0,171.0,181.5,165.0,187.0,160.0,192.0,177.0,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:23.245766Z
claude,stocks,SPY,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,655.8300170898438,652.0,644.0,660.0,636.0,668.0,630.0,674.0,657.8099975585938,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:23.634983Z
claude,stocks,TSLA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,360.5899963378906,358.0,348.0,368.0,338.0,378.0,330.0,386.0,350.6099853515625,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:23.987503Z
gemini,crypto,BNB,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,588.58,590.0,585.0,595.0,578.0,602.0,572.0,608.0,588.1023061457563,,resolved,2026-04-06T18:43:24.354333Z
gemini,crypto,BTC,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,66800.0,66850.0,65200.0,68500.0,63800.0,70100.0,62900.0,71000.0,66939.69121715311,,resolved,2026-04-06T18:43:27.818566Z
gemini,crypto,LINK,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,8.69,8.69,8.6,8.78,8.48,8.9,8.3,9.08,8.663488656751147,,resolved,2026-04-06T18:43:31.086252Z
gemini,crypto,SOL,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,80.21,80.21,77.56,82.97,75.22,85.5,73.88,87.05,,CoinGecko failed for solana on 2026-04-04: 429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/solana/history?date=04-04-2026&localization=false,failed,2026-04-06T18:43:34.670324Z
gemini,forex,AUD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.6886340975761414,0.6886,0.68616,0.69104,0.68407,0.69327,0.68282,0.69458,0.6917925477027893,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:58.243641Z
gemini,forex,EUR/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.1519410610198975,1.1519,1.1485,1.1551,1.1458,1.1581,1.144,1.1598,1.1548677682876587,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:58.774481Z
gemini,forex,GBP/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3192298412322998,1.3192,1.3136,1.3248,1.3086,1.33,1.3056,1.333,1.323442816734314,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:59.157491Z
gemini,forex,NZD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.5691195726394653,0.5691,0.5662,0.572,0.5636,0.5746,0.5621,0.5762,0.5715591907501221,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:59.478165Z
gemini,forex,USD/CAD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3945000171661377,1.3945,1.3904,1.3987,1.3866,1.4024,1.3844,1.4046,1.3918499946594238,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:43:59.810650Z
gemini,forex,USD/CHF,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.8009200096130371,0.8009,0.7982,0.8036,0.7957,0.8061,0.7943,0.8076,0.7979599833488464,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:00.171964Z
gemini,forex,USD/CNY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,6.881899833679199,6.8819,6.8704,6.8936,6.8596,6.9042,6.8536,6.9105,6.881899833679199,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:00.510996Z
gemini,forex,USD/JPY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,159.61599731445312,159.7,159.45,159.95,159.2,160.05,159.0,160.15,159.68499755859375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:00.841446Z
gemini,forex,USD/MXN,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,17.858999252319336,17.859,17.7679,17.9501,17.6858,18.0322,17.6368,18.0812,17.78137969970703,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:01.226549Z
gemini,forex,USD/SGD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.2869199514389038,1.2869,1.2814,1.2924,1.2764,1.2974,1.2736,1.3003,1.2844799757003784,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:01.628526Z
gemini,stocks,AAPL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,255.9199981689453,256.0,253.29,258.7,250.84,261.21,249.44,262.78,259.0400085449219,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:02.009806Z
gemini,stocks,AMZN,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,209.77000427246094,209.77,207.15,212.37,205.04,214.74,203.57,216.17,212.2100067138672,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:02.405489Z
gemini,stocks,BRK-B,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,477.3500061035156,477.51,473.84,481.17,470.62,484.5,468.61,486.53,476.40008544921875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:02.743713Z
gemini,stocks,GOOGL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,295.7699890136719,295.83,292.7,299.0,290.0,301.87,288.75,303.62,300.1650085449219,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:03.225182Z
gemini,stocks,JPM,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,294.6000061035156,294.67,292.19,297.18,289.91,299.47,288.63,300.83,296.04998779296875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:03.557359Z
gemini,stocks,META,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,574.4600219726562,574.8,565.41,583.98,557.3,592.47,552.49,597.67,577.5499877929688,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:03.952793Z
gemini,stocks,MSFT,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,373.4599914550781,373.59,369.69,377.58,366.14,381.2,363.95,383.39,372.3800048828125,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:04.341699Z
gemini,stocks,NVDA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,177.38999938964844,177.46,173.73,181.26,170.42,184.8,168.51,186.99,177.05999755859375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:04.716013Z
gemini,stocks,SPY,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,655.8300170898438,656.0,652.54,659.46,649.49,662.62,647.62,664.51,657.9000244140625,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:05.057788Z
gemini,stocks,TSLA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,360.5899963378906,360.43,350.55,370.47,341.97,379.8,336.9,385.5,350.80999755859375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:05.472331Z
gpt4o,crypto,DOGE,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,0.091768,0.0918,0.0899,0.0937,0.0882,0.0954,0.087,0.0966,,CoinGecko failed for dogecoin on 2026-04-04: 429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/dogecoin/history?date=04-04-2026&localization=false,failed,2026-04-06T18:44:05.936164Z
gpt4o,crypto,DOT,2026-04-03,1d,1,2026-04-04,2026-04-04,USD,1.25,1.25,1.2,1.3,1.15,1.35,1.1,1.4,1.2367161280872758,,resolved,2026-04-06T18:44:29.820739Z
gpt4o,forex,AUD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.6886340975761414,0.6886,0.686,0.6912,0.684,0.6932,0.6825,0.6947,0.6917925477027893,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:38.495931Z
gpt4o,forex,EUR/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.1519410610198975,1.1519,1.1509,1.1529,1.15,1.1538,1.1495,1.1543,1.1548677682876587,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:39.016009Z
gpt4o,forex,GBP/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3192298412322998,1.3192,1.3172,1.3212,1.315,1.3234,1.3135,1.3249,1.323442816734314,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:39.408444Z
gpt4o,forex,NZD/USD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.5691195726394653,0.5691,0.5679,0.5703,0.5667,0.5715,0.5659,0.5723,0.5715591907501221,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:39.796142Z
gpt4o,forex,USD/CAD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.3945000171661377,1.3945,1.3935,1.3955,1.3925,1.3965,1.3915,1.3975,1.3918499946594238,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:40.482584Z
gpt4o,forex,USD/CHF,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,0.8009200096130371,0.801,0.8005,0.8015,0.8002,0.8018,0.8,0.802,0.797950029373169,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:40.928192Z
gpt4o,forex,USD/CNY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,6.881899833679199,6.8821,6.8771,6.8871,6.8731,6.8911,6.8701,6.8941,6.881899833679199,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:41.291043Z
gpt4o,forex,USD/JPY,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,159.61599731445312,159.616,159.1,160.13,158.7,160.53,158.5,160.73,159.68299865722656,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:41.681206Z
gpt4o,forex,USD/MXN,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,17.858999252319336,17.859,17.845,17.873,17.83,17.888,17.82,17.898,17.774999618530273,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:42.059760Z
gpt4o,forex,USD/SGD,2026-04-03,1d,1,2026-04-04,2026-04-06,rate,1.286910057067871,1.2869,1.2855,1.2883,1.2843,1.2895,1.2837,1.2901,1.2844500541687012,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:42.422758Z
gpt4o,stocks,AAPL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,255.9199981689453,256.5,255.0,258.0,254.0,259.0,253.5,260.0,259.04998779296875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:42.799028Z
gpt4o,stocks,AMZN,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,209.77000427246094,209.77,208.5,211.0,207.5,212.0,206.8,212.9,212.25900268554688,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:43.419201Z
gpt4o,stocks,BRK-B,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,477.3500061035156,477.35,474.0,480.7,471.5,483.2,469.8,484.9,476.3100891113281,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:43.772080Z
gpt4o,stocks,GOOGL,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,295.7699890136719,296.4,295.5,297.3,294.8,298.0,294.3,298.5,300.19500732421875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:44.157384Z
gpt4o,stocks,JPM,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,294.6000061035156,294.6,293.7,295.5,292.8,296.4,292.3,296.9,296.02508544921875,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:44.523686Z
gpt4o,stocks,META,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,574.4600219726562,574.46,570.0,579.0,565.0,584.0,560.0,589.0,577.5499877929688,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:44.958288Z
gpt4o,stocks,MSFT,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,373.4599914550781,373.46,372.0,374.92,370.5,376.42,369.5,377.42,372.489990234375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:45.390255Z
gpt4o,stocks,NVDA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,177.38999938964844,177.39,176.5,178.3,175.7,179.1,175.3,179.5,177.10499572753906,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:45.779700Z
gpt4o,stocks,SPY,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,655.8300170898438,656.5,654.5,658.5,653.0,660.0,652.0,661.0,657.9099731445312,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:46.141633Z
gpt4o,stocks,TSLA,2026-04-03,1d,1,2026-04-04,2026-04-06,USD,360.5899963378906,360.59,356.98,364.2,353.8,367.38,351.6,369.58,350.99749755859375,original 2026-04-04 was weekend; adjusted to 2026-04-06,resolved,2026-04-06T18:44:46.602708Z
gpt4o,weather,Berlin,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,43.6,44.5,43.8,45.2,43.2,45.8,42.9,46.1,51.9,,resolved,2026-04-06T18:44:46.983686Z
gpt4o,weather,Dubai,2026-04-03,1d,1,2026-04-04,2026-04-04,Â°F,72.7,72.9,72.7,73.1,72.5,73.3,72.4,73.4,72.0,,resolved,2026-04-06T18:44:47.864086Z
